AWAY_TEAM,HOME_TEAM,WEEK,SLOT,NETWORK,QUAL_POINTS
NYJ,NE,4,SUNE,CBS,4
NYJ,NE,4,SUNL,CBS,4
NYJ,NE,5,SUNE,CBS,4
NYJ,NE,5,SUNL,CBS,4
NYJ,NE,6,SUNE,CBS,4
NYJ,NE,6,SUNL,CBS,4
NYJ,NE,7,SUNE,CBS,4
NYJ,NE,7,SUNL,CBS,4
NYJ,NE,8,SUNE,CBS,4
NYJ,NE,8,SUNL,CBS,4
NYJ,NE,9,SUNE,CBS,4
NYJ,NE,9,SUNL,CBS,4
NYJ,NE,10,SUNE,CBS,4
NYJ,NE,10,SUNL,CBS,4
NYJ,NE,11,SUNE,CBS,4
NYJ,NE,11,SUNL,CBS,4
NYJ,NE,12,SUNE,CBS,4
NYJ,NE,12,SUNL,CBS,4
NYJ,NE,13,SUNE,CBS,4
NYJ,NE,13,SUNL,CBS,4
NYJ,NE,14,SUNE,CBS,4
NYJ,NE,14,SUNL,CBS,4
NYJ,NE,15,SUNE,CBS,4
NYJ,NE,15,SUNL,CBS,4
NYJ,NE,16,SUNE,CBS,4
NYJ,NE,16,SUNL,CBS,4
NYJ,NE,16,SATE,NFL,6
NYJ,NE,15,SATE,NFL,6
NYJ,NE,17,SUNE,CBS,4
NYJ,NE,17,SUNL,CBS,4
NYJ,NE,17,SUND,CBS,6
KC,NE,1,SUND,CBS,4.5
KC,NE,2,SUND,CBS,4.5
KC,NE,3,SUND,CBS,4.5
KC,NE,4,SUND,CBS,4.5
KC,NE,5,SUND,CBS,4.5
KC,NE,6,SUND,CBS,4.5
KC,NE,7,SUND,CBS,4.5
KC,NE,8,SUND,CBS,4.5
KC,NE,9,SUND,CBS,4.5
KC,NE,10,SUND,CBS,4.5
KC,NE,11,SUND,CBS,4.5
KC,NE,12,SUND,CBS,4.5
KC,NE,13,SUND,CBS,4.5
KC,NE,14,SUND,CBS,4.5
KC,NE,15,SUND,CBS,4.5
KC,NE,16,SUND,CBS,4.5
KC,NE,1,SUNE,CBS,3
KC,NE,1,SUNL,CBS,3
KC,NE,2,SUNE,CBS,3
KC,NE,2,SUNL,CBS,3
KC,NE,3,SUNE,CBS,3
KC,NE,3,SUNL,CBS,3
KC,NE,4,SUNE,CBS,3
KC,NE,4,SUNL,CBS,3
KC,NE,5,SUNE,CBS,3
KC,NE,5,SUNL,CBS,3
KC,NE,6,SUNE,CBS,3
KC,NE,6,SUNL,CBS,3
KC,NE,7,SUNE,CBS,3
KC,NE,7,SUNL,CBS,3
KC,NE,8,SUNE,CBS,3
KC,NE,8,SUNL,CBS,3
KC,NE,9,SUNE,CBS,3
KC,NE,9,SUNL,CBS,3
KC,NE,10,SUNE,CBS,3
KC,NE,10,SUNL,CBS,3
KC,NE,11,SUNE,CBS,3
KC,NE,11,SUNL,CBS,3
KC,NE,12,SUNE,CBS,3
KC,NE,12,SUNL,CBS,3
KC,NE,13,SUNE,CBS,3
KC,NE,13,SUNL,CBS,3
KC,NE,14,SUNE,CBS,3
KC,NE,14,SUNL,CBS,3
KC,NE,15,SUNE,CBS,3
KC,NE,15,SUNL,CBS,3
KC,NE,16,SUNE,CBS,3
KC,NE,16,SUNL,CBS,3
KC,NE,16,SATE,NFL,4.5
KC,NE,15,SATE,NFL,4.5
LAC,NE,1,SUND,CBS,4.5
LAC,NE,2,SUND,CBS,4.5
LAC,NE,3,SUND,CBS,4.5
LAC,NE,4,SUND,CBS,4.5
LAC,NE,5,SUND,CBS,4.5
LAC,NE,6,SUND,CBS,4.5
LAC,NE,7,SUND,CBS,4.5
LAC,NE,8,SUND,CBS,4.5
LAC,NE,9,SUND,CBS,4.5
LAC,NE,10,SUND,CBS,4.5
LAC,NE,11,SUND,CBS,4.5
LAC,NE,12,SUND,CBS,4.5
LAC,NE,13,SUND,CBS,4.5
LAC,NE,14,SUND,CBS,4.5
LAC,NE,15,SUND,CBS,4.5
LAC,NE,16,SUND,CBS,4.5
LAC,NE,1,SUNE,CBS,3
LAC,NE,1,SUNL,CBS,3
LAC,NE,2,SUNE,CBS,3
LAC,NE,2,SUNL,CBS,3
LAC,NE,3,SUNE,CBS,3
LAC,NE,3,SUNL,CBS,3
LAC,NE,4,SUNE,CBS,3
LAC,NE,4,SUNL,CBS,3
LAC,NE,5,SUNE,CBS,3
LAC,NE,5,SUNL,CBS,3
LAC,NE,6,SUNE,CBS,3
LAC,NE,6,SUNL,CBS,3
LAC,NE,7,SUNE,CBS,3
LAC,NE,7,SUNL,CBS,3
LAC,NE,8,SUNE,CBS,3
LAC,NE,8,SUNL,CBS,3
LAC,NE,9,SUNE,CBS,3
LAC,NE,9,SUNL,CBS,3
LAC,NE,10,SUNE,CBS,3
LAC,NE,10,SUNL,CBS,3
LAC,NE,11,SUNE,CBS,3
LAC,NE,11,SUNL,CBS,3
LAC,NE,12,SUNE,CBS,3
LAC,NE,12,SUNL,CBS,3
LAC,NE,13,SUNE,CBS,3
LAC,NE,13,SUNL,CBS,3
LAC,NE,14,SUNE,CBS,3
LAC,NE,14,SUNL,CBS,3
LAC,NE,15,SUNE,CBS,3
LAC,NE,15,SUNL,CBS,3
LAC,NE,16,SUNE,CBS,3
LAC,NE,16,SUNL,CBS,3
LAC,NE,16,SATE,NFL,4.5
LAC,NE,15,SATE,NFL,4.5
ATL,NE,1,THUN,NBC,10
ATL,NE,1,MON1,ESP,10
ATL,NE,1,MON2,ESP,10
ATL,NE,1,SUNN,NBC,10
ATL,NE,2,THUN,CBS,10
ATL,NE,2,MON1,ESP,10
ATL,NE,2,SUNN,NBC,10
ATL,NE,3,THUN,CBS,10
ATL,NE,3,MON1,ESP,10
ATL,NE,3,SUNN,NBC,10
ATL,NE,4,THUN,CBS,10
ATL,NE,4,MON1,ESP,10
ATL,NE,4,SUNN,NBC,10
ATL,NE,5,THUN,CBS,10
ATL,NE,5,MON1,ESP,10
ATL,NE,5,SUNN,NBC,10
ATL,NE,6,THUN,CBS,10
ATL,NE,6,MON1,ESP,10
ATL,NE,6,SUNN,NBC,10
ATL,NE,7,THUN,CBS,10
ATL,NE,7,MON1,ESP,10
ATL,NE,7,SUNN,NBC,10
ATL,NE,8,THUN,CBS,10
ATL,NE,8,MON1,ESP,10
ATL,NE,8,SUNN,NBC,10
ATL,NE,9,THUN,CBS,10
ATL,NE,9,MON1,ESP,10
ATL,NE,9,SUNN,NBC,10
ATL,NE,10,THUN,NFL,10
ATL,NE,10,MON1,ESP,10
ATL,NE,10,SUNN,NBC,10
ATL,NE,11,THUN,NFL,10
ATL,NE,11,MON1,ESP,10
ATL,NE,11,SUNN,NBC,10
ATL,NE,12,THUN,NBC,10
ATL,NE,12,MON1,ESP,10
ATL,NE,12,SUNN,NBC,10
ATL,NE,13,THUN,NFL,10
ATL,NE,13,MON1,ESP,10
ATL,NE,13,SUNN,NBC,10
ATL,NE,14,THUN,NFL,10
ATL,NE,14,MON1,ESP,10
ATL,NE,14,SUNN,NBC,10
ATL,NE,15,THUN,NFL,10
ATL,NE,15,MON1,ESP,10
ATL,NE,15,SUNN,NBC,10
ATL,NE,15,SATL,NFL,10
ATL,NE,16,SATL,NFL,10
ATL,NE,16,MON1,ESP,10
ATL,NE,16,SUNN,NBC,10
ATL,NE,1,SUND,FOX,7.5
ATL,NE,2,SUND,FOX,7.5
ATL,NE,3,SUND,FOX,7.5
ATL,NE,4,SUND,FOX,7.5
ATL,NE,5,SUND,FOX,7.5
ATL,NE,6,SUND,FOX,7.5
ATL,NE,7,SUND,FOX,7.5
ATL,NE,8,SUND,FOX,7.5
ATL,NE,9,SUND,FOX,7.5
ATL,NE,10,SUND,FOX,7.5
ATL,NE,11,SUND,FOX,7.5
ATL,NE,12,SUND,FOX,7.5
ATL,NE,13,SUND,FOX,7.5
ATL,NE,14,SUND,FOX,7.5
ATL,NE,15,SUND,FOX,7.5
ATL,NE,16,SUND,FOX,7.5
ATL,NE,1,SUNE,FOX,5
ATL,NE,1,SUNL,FOX,5
ATL,NE,2,SUNE,FOX,5
ATL,NE,2,SUNL,FOX,5
ATL,NE,3,SUNE,FOX,5
ATL,NE,3,SUNL,FOX,5
ATL,NE,4,SUNE,FOX,5
ATL,NE,4,SUNL,FOX,5
ATL,NE,5,SUNE,FOX,5
ATL,NE,5,SUNL,FOX,5
ATL,NE,6,SUNE,FOX,5
ATL,NE,6,SUNL,FOX,5
ATL,NE,7,SUNE,FOX,5
ATL,NE,7,SUNL,FOX,5
ATL,NE,8,SUNE,FOX,5
ATL,NE,8,SUNL,FOX,5
ATL,NE,9,SUNE,FOX,5
ATL,NE,9,SUNL,FOX,5
ATL,NE,10,SUNE,FOX,5
ATL,NE,10,SUNL,FOX,5
ATL,NE,11,SUNE,FOX,5
ATL,NE,11,SUNL,FOX,5
ATL,NE,12,SUNE,FOX,5
ATL,NE,12,SUNL,FOX,5
ATL,NE,13,SUNE,FOX,5
ATL,NE,13,SUNL,FOX,5
ATL,NE,14,SUNE,FOX,5
ATL,NE,14,SUNL,FOX,5
ATL,NE,15,SUNE,FOX,5
ATL,NE,15,SUNL,FOX,5
ATL,NE,16,SUNE,FOX,5
ATL,NE,16,SUNL,FOX,5
ATL,NE,16,SATE,NFL,7.5
ATL,NE,15,SATE,NFL,7.5
CAR,NE,1,THUN,NBC,8
CAR,NE,1,MON1,ESP,8
CAR,NE,1,MON2,ESP,8
CAR,NE,1,SUNN,NBC,8
CAR,NE,2,THUN,CBS,8
CAR,NE,2,MON1,ESP,8
CAR,NE,2,SUNN,NBC,8
CAR,NE,3,THUN,CBS,8
CAR,NE,3,MON1,ESP,8
CAR,NE,3,SUNN,NBC,8
CAR,NE,4,THUN,CBS,8
CAR,NE,4,MON1,ESP,8
CAR,NE,4,SUNN,NBC,8
CAR,NE,5,THUN,CBS,8
CAR,NE,5,MON1,ESP,8
CAR,NE,5,SUNN,NBC,8
CAR,NE,6,THUN,CBS,8
CAR,NE,6,MON1,ESP,8
CAR,NE,6,SUNN,NBC,8
CAR,NE,7,THUN,CBS,8
CAR,NE,7,MON1,ESP,8
CAR,NE,7,SUNN,NBC,8
CAR,NE,8,THUN,CBS,8
CAR,NE,8,MON1,ESP,8
CAR,NE,8,SUNN,NBC,8
CAR,NE,9,THUN,CBS,8
CAR,NE,9,MON1,ESP,8
CAR,NE,9,SUNN,NBC,8
CAR,NE,10,THUN,NFL,8
CAR,NE,10,MON1,ESP,8
CAR,NE,10,SUNN,NBC,8
CAR,NE,11,THUN,NFL,8
CAR,NE,11,MON1,ESP,8
CAR,NE,11,SUNN,NBC,8
CAR,NE,12,THUN,NBC,8
CAR,NE,12,MON1,ESP,8
CAR,NE,12,SUNN,NBC,8
CAR,NE,13,THUN,NFL,8
CAR,NE,13,MON1,ESP,8
CAR,NE,13,SUNN,NBC,8
CAR,NE,14,THUN,NFL,8
CAR,NE,14,MON1,ESP,8
CAR,NE,14,SUNN,NBC,8
CAR,NE,15,THUN,NFL,8
CAR,NE,15,MON1,ESP,8
CAR,NE,15,SUNN,NBC,8
CAR,NE,15,SATL,NFL,8
CAR,NE,16,SATL,NFL,8
CAR,NE,16,MON1,ESP,8
CAR,NE,16,SUNN,NBC,8
CAR,NE,1,SUND,FOX,6
CAR,NE,2,SUND,FOX,6
CAR,NE,3,SUND,FOX,6
CAR,NE,4,SUND,FOX,6
CAR,NE,5,SUND,FOX,6
CAR,NE,6,SUND,FOX,6
CAR,NE,7,SUND,FOX,6
CAR,NE,8,SUND,FOX,6
CAR,NE,9,SUND,FOX,6
CAR,NE,10,SUND,FOX,6
CAR,NE,11,SUND,FOX,6
CAR,NE,12,SUND,FOX,6
CAR,NE,13,SUND,FOX,6
CAR,NE,14,SUND,FOX,6
CAR,NE,15,SUND,FOX,6
CAR,NE,16,SUND,FOX,6
CAR,NE,1,SUNE,FOX,4
CAR,NE,1,SUNL,FOX,4
CAR,NE,2,SUNE,FOX,4
CAR,NE,2,SUNL,FOX,4
CAR,NE,3,SUNE,FOX,4
CAR,NE,3,SUNL,FOX,4
CAR,NE,4,SUNE,FOX,4
CAR,NE,4,SUNL,FOX,4
CAR,NE,5,SUNE,FOX,4
CAR,NE,5,SUNL,FOX,4
CAR,NE,6,SUNE,FOX,4
CAR,NE,6,SUNL,FOX,4
CAR,NE,7,SUNE,FOX,4
CAR,NE,7,SUNL,FOX,4
CAR,NE,8,SUNE,FOX,4
CAR,NE,8,SUNL,FOX,4
CAR,NE,9,SUNE,FOX,4
CAR,NE,9,SUNL,FOX,4
CAR,NE,10,SUNE,FOX,4
CAR,NE,10,SUNL,FOX,4
CAR,NE,11,SUNE,FOX,4
CAR,NE,11,SUNL,FOX,4
CAR,NE,12,SUNE,FOX,4
CAR,NE,12,SUNL,FOX,4
CAR,NE,13,SUNE,FOX,4
CAR,NE,13,SUNL,FOX,4
CAR,NE,14,SUNE,FOX,4
CAR,NE,14,SUNL,FOX,4
CAR,NE,15,SUNE,FOX,4
CAR,NE,15,SUNL,FOX,4
CAR,NE,16,SUNE,FOX,4
CAR,NE,16,SUNL,FOX,4
CAR,NE,16,SATE,NFL,6
CAR,NE,15,SATE,NFL,6
HOU,NE,1,SUND,CBS,4.5
HOU,NE,2,SUND,CBS,4.5
HOU,NE,3,SUND,CBS,4.5
HOU,NE,4,SUND,CBS,4.5
HOU,NE,5,SUND,CBS,4.5
HOU,NE,6,SUND,CBS,4.5
HOU,NE,7,SUND,CBS,4.5
HOU,NE,8,SUND,CBS,4.5
HOU,NE,9,SUND,CBS,4.5
HOU,NE,10,SUND,CBS,4.5
HOU,NE,11,SUND,CBS,4.5
HOU,NE,12,SUND,CBS,4.5
HOU,NE,13,SUND,CBS,4.5
HOU,NE,14,SUND,CBS,4.5
HOU,NE,15,SUND,CBS,4.5
HOU,NE,16,SUND,CBS,4.5
HOU,NE,1,SUNE,CBS,3
HOU,NE,1,SUNL,CBS,3
HOU,NE,2,SUNE,CBS,3
HOU,NE,2,SUNL,CBS,3
HOU,NE,3,SUNE,CBS,3
HOU,NE,3,SUNL,CBS,3
HOU,NE,4,SUNE,CBS,3
HOU,NE,4,SUNL,CBS,3
HOU,NE,5,SUNE,CBS,3
HOU,NE,5,SUNL,CBS,3
HOU,NE,6,SUNE,CBS,3
HOU,NE,6,SUNL,CBS,3
HOU,NE,7,SUNE,CBS,3
HOU,NE,7,SUNL,CBS,3
HOU,NE,8,SUNE,CBS,3
HOU,NE,8,SUNL,CBS,3
HOU,NE,9,SUNE,CBS,3
HOU,NE,9,SUNL,CBS,3
HOU,NE,10,SUNE,CBS,3
HOU,NE,10,SUNL,CBS,3
HOU,NE,11,SUNE,CBS,3
HOU,NE,11,SUNL,CBS,3
HOU,NE,12,SUNE,CBS,3
HOU,NE,12,SUNL,CBS,3
HOU,NE,13,SUNE,CBS,3
HOU,NE,13,SUNL,CBS,3
HOU,NE,14,SUNE,CBS,3
HOU,NE,14,SUNL,CBS,3
HOU,NE,15,SUNE,CBS,3
HOU,NE,15,SUNL,CBS,3
HOU,NE,16,SUNE,CBS,3
HOU,NE,16,SUNL,CBS,3
HOU,NE,16,SATE,NFL,4.5
HOU,NE,15,SATE,NFL,4.5
BUF,MIA,1,SUND,CBS,4.5
BUF,MIA,2,SUND,CBS,4.5
BUF,MIA,3,SUND,CBS,4.5
BUF,MIA,4,SUND,CBS,4.5
BUF,MIA,5,SUND,CBS,4.5
BUF,MIA,6,SUND,CBS,4.5
BUF,MIA,7,SUND,CBS,4.5
BUF,MIA,8,SUND,CBS,4.5
BUF,MIA,9,SUND,CBS,4.5
BUF,MIA,10,SUND,CBS,4.5
BUF,MIA,11,SUND,CBS,4.5
BUF,MIA,12,SUND,CBS,4.5
BUF,MIA,13,SUND,CBS,4.5
BUF,MIA,14,SUND,CBS,4.5
BUF,MIA,15,SUND,CBS,4.5
BUF,MIA,16,SUND,CBS,4.5
BUF,MIA,1,SUNE,CBS,3
BUF,MIA,1,SUNL,CBS,3
BUF,MIA,2,SUNE,CBS,3
BUF,MIA,2,SUNL,CBS,3
BUF,MIA,3,SUNE,CBS,3
BUF,MIA,3,SUNL,CBS,3
BUF,MIA,4,SUNE,CBS,3
BUF,MIA,4,SUNL,CBS,3
BUF,MIA,5,SUNE,CBS,3
BUF,MIA,5,SUNL,CBS,3
BUF,MIA,6,SUNE,CBS,3
BUF,MIA,6,SUNL,CBS,3
BUF,MIA,7,SUNE,CBS,3
BUF,MIA,7,SUNL,CBS,3
BUF,MIA,8,SUNE,CBS,3
BUF,MIA,8,SUNL,CBS,3
BUF,MIA,9,SUNE,CBS,3
BUF,MIA,9,SUNL,CBS,3
BUF,MIA,10,SUNE,CBS,3
BUF,MIA,10,SUNL,CBS,3
BUF,MIA,11,SUNE,CBS,3
